iter	RMSE
153	0.09642964113
154	0.09622538147
155	0.09613110002
156	0.09598498378
157	0.09588202262
158	0.09576137066
159	0.09563114905
160	0.09544737339
161	0.09537091861
162	0.09520848785
163	0.09501989902
164	0.09492793884
165	0.09480488296
166	0.09462444585
167	0.09449841467
168	0.0944093568
169	0.09421567121
170	0.09415196358
171	0.09407009207
172	0.09396308779
173	0.09378881693
174	0.09366449895
175	0.0935712552
176	0.09344611226
177	0.09335736246
178	0.09324786757
179	0.09315761652
180	0.09310722261
181	0.09302596201
182	0.09290911851
183	0.0928142813
184	0.09273233374
185	0.09263809298
186	0.09255048496
187	0.09246736875
188	0.09238185423
189	0.09229495878
190	0.09218904038
191	0.09213841803
192	0.0920460791
193	0.09198618136
194	0.09192576428
195	0.09183425471
196	0.0917588558
197	0.0916400141
198	0.09159764216
199	0.09151251477
200	0.09144383716
201	0.09131091841
202	0.09125459994
203	0.09116178322
204	0.09107157721
205	0.09100441823
206	0.0909171383
207	0.09082711513
208	0.09072476575
209	0.09066295874
210	0.09056476557
211	0.09050092512
212	0.09044656977
213	0.09040114088
214	0.09035222406
215	0.09031086685
216	0.09026014127
217	0.09018700786
218	0.09014785723
219	0.09006269188
220	0.09000412201
221	0.0899643284
222	0.08987805915
223	0.0898017344
224	0.08973679354
225	0.0896620183
226	0.08960396409
227	0.08957092345
228	0.08949491262
229	0.0894202017
230	0.08937796451
231	0.08932494419
232	0.08926881888
233	0.08918135276
234	0.08913400793
235	0.08910719478
236	0.08905687562
237	0.08897702428
238	0.08894452144
239	0.08888824743
240	0.08883240798
241	0.08878428447
242	0.0887331059
243	0.08865848334
244	0.08860344975
245	0.08853532462
246	0.08849361761
247	0.08844198182
248	0.08838975165
249	0.08833311852
250	0.08826152655
251	0.08820989264
252	0.08818932188
253	0.0881611052
254	0.08811814895
255	0.08807460722
256	0.08801294177
257	0.08797027007
258	0.08793745247
259	0.08791513588
260	0.08787513968
261	0.08785696259
262	0.08783010283
263	0.08778670891
264	0.08775811757
265	0.08772889626
266	0.08770693152
267	0.08767722466
268	0.08765658055
269	0.08760582887
270	0.08756744492
271	0.08753886327
272	0.08749291112
273	0.08744575977
274	0.08742585066
275	0.08740096235
276	0.08735976183
277	0.08733899308
278	0.08730960911
279	0.08723898774
280	0.08720044724
281	0.08713283558
282	0.08708802311
283	0.08705940274
284	0.0870191753
285	0.0869702674
286	0.08693603346
287	0.08692392029
288	0.08688595288
289	0.08685515823
290	0.08683574277
291	0.08678362359
292	0.08676906493
293	0.08673739681
294	0.08666717759
295	0.08663954043
296	0.08661650295
297	0.08656593659
298	0.08652410308
299	0.08650102789
300	0.08646582109
301	0.08643039769
302	0.08640334207
303	0.08637341632
304	0.08634218053
305	0.08630447507
306	0.08627554496
307	0.08622818921
308	0.08617948331
309	0.08615182997
310	0.08613546093
311	0.08610066883
312	0.08606142353
313	0.08600667223
314	0.08596576509
315	0.0859260204
316	0.08589198244
317	0.08586107833
318	0.0858266796
319	0.08580390032
320	0.08577517427
321	0.08573482746
322	0.0856887877
323	0.08564489745
324	0.08563157141
325	0.0856043922
326	0.08557101851
327	0.08553354986
328	0.08549885627
329	0.08545367763
330	0.08543143839
331	0.08539758198
332	0.08536482232
333	0.08533708416
334	0.08530684715
335	0.08527672733
336	0.08524703375
337	0.08521229774
338	0.08521100826
339	0.08517878144
340	0.08514792675
341	0.08512261841
342	0.08510296538
343	0.08506180716
344	0.08502395519
345	0.08494951175
346	0.08489528952
347	0.08487191886
348	0.08484456569
349	0.08482646406
350	0.0847979652
351	0.0847648475
352	0.08473123086
353	0.08470303384
354	0.08466486995
355	0.0846557067
356	0.08462166832
357	0.08459585885
358	0.0845902424
359	0.08456582099
360	0.08453076887
361	0.08449229308
362	0.08447031294
363	0.08443569003
364	0.08441579146
365	0.08439862056
366	0.08435185768
367	0.08432633265
368	0.08429352731
369	0.08425272048
370	0.08421352701
371	0.0841777941
372	0.08415567332
373	0.0841356726
374	0.08410331481
375	0.08408025352
376	0.08404470078
377	0.08400953999
378	0.08398298414
379	0.08396747808
380	0.08392859613
381	0.08388930056
382	0.08387483782
383	0.08383997934
384	0.08381208761
385	0.08377868318
386	0.083776044
387	0.08374584958
388	0.08371536089
389	0.08369263841
390	0.08364696638
391	0.08361473164
392	0.08359362682
393	0.08357032911
394	0.08355247368
395	0.08351431831
396	0.08349679991
397	0.08345772742
398	0.08343217145
399	0.08342130879
400	0.08340156228
401	0.0833763857
402	0.08334719097
403	0.08332977642
404	0.08330073544
405	0.08328292068
406	0.08326476147
407	0.08324795799
408	0.08323013017
409	0.08318825986
410	0.08316585138
411	0.08314082539
412	0.0831214079
413	0.0830969513
414	0.08307100959
415	0.08304334971
416	0.08302604355
417	0.08300380638
418	0.08295840175
419	0.08293901248
420	0.08291605337
421	0.08287087027
422	0.08284566543
423	0.08280891792
424	0.08279653507
425	0.08277665387
426	0.08275383042
427	0.08274120337
428	0.08272541643
429	0.08270901019
430	0.08269135295
431	0.08268286258
432	0.08265847021
433	0.08263984157
434	0.08262355858
435	0.08258808004
436	0.08257143834
437	0.08255663663
438	0.08254469329
439	0.08253376661
440	0.08249396626
441	0.08247839828
442	0.08245564393
443	0.08244881521
444	0.08243412701
445	0.0823990744
446	0.0823687704
447	0.08235846948
448	0.08234756185
449	0.08232816645
450	0.08229593206
451	0.08228586925
452	0.08225835856
453	0.08223514961
454	0.08222596444
455	0.0822043543
456	0.08219025349
457	0.08216291238
458	0.08215044604
459	0.08213349201
460	0.08212344036
461	0.08209355427
462	0.08208476087
463	0.08205578449
464	0.0820295353
465	0.08201119896
466	0.08199986286
467	0.08197855767
468	0.08196672937
469	0.0819576011
470	0.08194969755
471	0.08191749144
472	0.08190393528
473	0.08189601649
474	0.08189515527
475	0.08187072987
476	0.08185661467
477	0.08183789745
478	0.08180440896
479	0.0817768484
480	0.0817666336
481	0.08173308491
482	0.08171485177
483	0.08167250201
484	0.08164215728
485	0.08161287428
486	0.08159507207
487	0.0815792643
488	0.08156686558
489	0.08155176066
490	0.08154433095
491	0.08151683428
492	0.0815039545
493	0.08147425859
494	0.08145623463
495	0.08143756433
496	0.08141992861
497	0.08140412006
498	0.08138390163
499	0.08137589032
500	0.08134679676
501	0.0813238634
502	0.08130831927
503	0.08129114259
504	0.08126758631
505	0.08124722129
506	0.08123959195
507	0.08121201611
508	0.08119966732
509	0.08118961503
510	0.08116054662
511	0.08115425382
512	0.08114151785
513	0.08114134923
514	0.0811344744
515	0.08110765258
516	0.08107366576
517	0.0810673621
518	0.0810447622
519	0.08102893079
520	0.0810050662
521	0.08097796484
522	0.0809589848
523	0.08094357282
524	0.08091743912
525	0.08091160291
526	0.08090491917
527	0.08087826332
528	0.08086210639
529	0.08084826175
530	0.08082117291
531	0.08080567139
532	0.08077599294
533	0.08076525999
534	0.08073457332
535	0.08073304106
536	0.08070693644
537	0.08066674817
538	0.080658516
539	0.0806223223
540	0.08059533398
541	0.08059009648
542	0.08056261804
543	0.08055507231
544	0.08054248154
545	0.0805301262
546	0.08051069596
547	0.08049255447
548	0.08049074689
549	0.08048172872
550	0.08045276182
551	0.08043600419
552	0.08042679292
553	0.08040537565
554	0.0803958429
555	0.08037660781
556	0.08035457259
557	0.08033476124
558	0.08033392685
559	0.08032478713
560	0.08030400386
561	0.08029120367
562	0.08027354716
563	0.08025261718
564	0.08021849382
565	0.08019636709
566	0.08018168431
567	0.08015287629
568	0.08014042888
569	0.0801290241
570	0.08011600436
571	0.08009032371
572	0.08007274767
573	0.08003964944
574	0.08000941237
575	0.07998656017
576	0.07998591413
577	0.07996378101
578	0.07994202111
579	0.07993038572
580	0.07989932422
581	0.07986640148
582	0.07983451814
583	0.0798094396
584	0.07979665004
585	0.07976146702
586	0.07974711804
587	0.07973272215
588	0.07969920108
589	0.0796898986
590	0.0796840902
591	0.07967480263
592	0.07965671879
593	0.0796233651
594	0.07960380526
595	0.07959699247
596	0.07957438499
597	0.07956432981
598	0.07954771167
599	0.07953584707
600	0.07951667579
601	0.07949916405
602	0.07948200676
603	0.07947116246
604	0.07945275535
605	0.07943752029
606	0.0794158106
607	0.07939745036
608	0.07939273337
609	0.07937703674
610	0.07936701912
611	0.0793454838
612	0.07933320306
613	0.0793208015
614	0.07929590568
615	0.07929045959
616	0.07927205145
617	0.07924069382
618	0.07922418447
619	0.07919838178
620	0.07918440811
621	0.07916692883
622	0.07915138193
623	0.07914566315
624	0.07913303796
625	0.07911565714
626	0.07909983725
627	0.07907944453
628	0.07907601486
629	0.07905697027
630	0.07903737224
631	0.07902311273
632	0.07901184928
633	0.07899189781
634	0.07897152144
635	0.07895369337
636	0.07894224613
637	0.07892826281
638	0.07891811212
639	0.07890226858
640	0.0788944967
641	0.0788689724
642	0.07885073481
643	0.07882745614
644	0.07882021035
645	0.07881438926
646	0.07880459169
647	0.07879821315
648	0.07876410654
649	0.0787432947
650	0.07874293638
651	0.07872273355
652	0.07870290971
653	0.07869075554
654	0.07868045128
655	0.07867478192
656	0.078653737
657	0.07865215195
658	0.07863357905
659	0.07862825321
660	0.078603337
661	0.07859000656
662	0.07858560755
663	0.07856958059
664	0.07856649616
665	0.07856377175
666	0.07855900722
667	0.07855744439
668	0.07854040666
669	0.07852698779
670	0.07850994936
671	0.0784922565
672	0.07848528048
673	0.07846562519
674	0.07845737787
675	0.07842545833
676	0.07839725457
677	0.07839349168
678	0.07838085327
679	0.07836082196
680	0.0783321124
681	0.07831937101
682	0.07831270563
683	0.07830333854
684	0.07830313042
685	0.07827790907
686	0.07826981964
687	0.07826214068
688	0.07824173633
689	0.07823471789
690	0.07822957918
691	0.07821962329
692	0.07821008754
693	0.07820158277
694	0.07818562631
695	0.07817696818
696	0.07816782725
697	0.07815171584
698	0.0781428453
699	0.07813858282
700	0.07813219429
701	0.07811029921
702	0.07809896635
703	0.07809307954
704	0.07809069881
705	0.07807489539
706	0.07807338831
707	0.07807324505
708	0.07806351753
709	0.07804656201
710	0.07802738387
711	0.07801764083
712	0.07801017493
713	0.0779947685
714	0.07797976153
715	0.07796513317
716	0.07795310468
717	0.0779420251
718	0.07791964862
719	0.07789478915
720	0.07788102802
721	0.07787032942
722	0.07786139489
723	0.07784615623
724	0.07784215127
725	0.0778375065
726	0.0778339265
727	0.07781973268
728	0.0778116164
729	0.0777984642
730	0.07777895232
731	0.07777441353
732	0.07775948234
733	0.07775038546
734	0.07773726952
735	0.07772134508
736	0.07770342527
737	0.07767961899
738	0.07766326819
739	0.07765273588
740	0.0776523997
741	0.07764230551
742	0.07763192326
743	0.07761325768
744	0.07759605772
745	0.07757888743
746	0.07756410445
747	0.07755168402
748	0.07753504467
749	0.07753250856
750	0.07751877094
751	0.07750544605
752	0.07748567492
753	0.07747473339
754	0.07745733836
755	0.0774278604
756	0.07741765751
757	0.07741398272
758	0.07739895699
759	0.07739711594
760	0.07738833643
761	0.07738093878
762	0.07737681391
763	0.07736596627
764	0.07735612222
765	0.07732592144
766	0.0773129362
767	0.07730496243
768	0.07729923993
769	0.07728245692
770	0.07726351065
771	0.07724929311
772	0.07723362299
773	0.07721987678
774	0.07721537147
775	0.07721186645
776	0.07719863344
777	0.07719451826
778	0.07718355951
779	0.07716707174
780	0.07714907649
781	0.07713937223
782	0.07712230235
783	0.07712045552
784	0.077103151
785	0.07708861025
786	0.07706678572
787	0.07705241167
788	0.07704283129
789	0.07703025247
790	0.0769988591
791	0.07699056411
792	0.07698610014
793	0.0769771174
794	0.07695947608
795	0.07694494066
796	0.07693917011
797	0.07692389025
798	0.07691358724
799	0.07689696234
800	0.07689618454
801	0.07687835032
802	0.07686558931
803	0.07685794609
804	0.0768523723
805	0.07682564527
806	0.07681455014
807	0.07680847366
808	0.07678217198
809	0.07677159306
810	0.0767646693
811	0.07675644899
812	0.07673343528
813	0.07673329842
814	0.07671772241
815	0.07671159637
816	0.07669837184
817	0.07669817918
818	0.07668497785
819	0.07667159992
820	0.07666733431
821	0.07665521855
822	0.07664802748
823	0.07663767372
824	0.07662918151
825	0.07662184058
826	0.07661905113
827	0.07659729019
828	0.07656619609
829	0.07654566716
830	0.07652386878
831	0.07651252705
832	0.07651183662
833	0.07649348044
834	0.07648573793
835	0.07647627996
836	0.07646640504
837	0.07644753843
838	0.07643364022
839	0.07642970017
840	0.07641562661
841	0.07640779833
842	0.07639971083
843	0.07639375291
844	0.07638397113
845	0.07637871251
846	0.07635327502
847	0.07633607395
848	0.07633296009
849	0.07632110437
850	0.07631081377
851	0.07630474021
852	0.0762898657
853	0.07627628234
854	0.07626582927
855	0.07625635887
856	0.07625609686
857	0.0762480235
858	0.07624198558
859	0.07623338313
860	0.07622131116
861	0.07621217573
862	0.07620162461
863	0.07618949366
864	0.07618845636
865	0.07617658388
866	0.07616108146
867	0.07614753269
868	0.07613457352
869	0.07613016848
870	0.07612108315
871	0.07610047262
872	0.07609292798
873	0.07607876487
874	0.07607308507
875	0.07605388604
876	0.07605014789
877	0.07603493043
878	0.07601411102
879	0.07599213623
880	0.0759835248
881	0.07596931796
882	0.07596221249
883	0.07596208159
884	0.07595405853
885	0.07594764885
886	0.07594074613
887	0.07592621332
888	0.07591149993
889	0.07589778692
890	0.07588897121
891	0.07587286227
892	0.0758528196
893	0.07583631832
894	0.0758290783
895	0.07581812487
896	0.07579649206
897	0.0757825743
898	0.07576916428
899	0.07576050881
900	0.07574654731
901	0.07572886858
902	0.07572086849
903	0.07571044844
904	0.07570991904
905	0.07570548664
906	0.07569066832
907	0.07568832259
908	0.0756743695
909	0.07566366736
910	0.07566329397
911	0.07565261983
912	0.0756463783
913	0.07564065157
914	0.07562761742
915	0.07560816147
916	0.0755985067
917	0.07557747187
918	0.07555827565
919	0.07554914056
920	0.07554274715
921	0.07552784186
922	0.07550751361
923	0.07549632022
924	0.07549380397
925	0.07548300243
926	0.07548070712
927	0.07547064244
928	0.0754507427
929	0.0754351687
930	0.07542663575
931	0.07542484991
932	0.07542448516
933	0.07540649685
934	0.07539539049
935	0.07538665517
936	0.07537551802
937	0.07537233078
938	0.07536258504
939	0.07536067249
940	0.07535305821
941	0.07534320073
942	0.07533393698
943	0.0753187178
944	0.07531089562
945	0.07528775079
946	0.0752792011
947	0.07526537379
948	0.07525398019
949	0.07522567849
950	0.07521985985
951	0.07521142688
952	0.07520141668
953	0.07518871434
954	0.07517687988
955	0.07515856389
956	0.07515592284
957	0.07513644236
958	0.0751282743
959	0.07512041424
960	0.07512010117
961	0.07511985982
962	0.07511564328
963	0.07509301341
964	0.07508277958
965	0.07508039674
966	0.0750694235
967	0.07505101227
968	0.07503948661
969	0.07503397587
970	0.0750255689
971	0.07501566973
972	0.0750077115
973	0.07499873962
974	0.07499522254
975	0.07499355647
976	0.0749885287
977	0.07497990728
978	0.07496589171
979	0.07495579196
980	0.07494676535
981	0.07493959082
982	0.0749161274
983	0.07488621025
984	0.0748831178
985	0.07488015504
986	0.07486790293
987	0.07485472259
988	0.07484080564
989	0.07483032711
990	0.07482978084
991	0.07482071803
992	0.07481864828
993	0.07480812431
994	0.07479595391
995	0.07479313096
996	0.0747818919
997	0.07476997507
998	0.07476613938
999	0.07476137346
